10000;20000;30000;40000;50000;60000;70000;80000;90000;100000;;;;;;;10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
26386900;9278500;9533200;8561200;9734900;9372900;9848000;8507500;9171300;9032100;;;;;;;10133789;9648368;9771718;9686200;9878020;9652665;10078053;9855450;10402971;10077052
8745100;9228700;10531100;8978300;8982100;8726300;9280600;8884700;9351000;9149000;;;;;;;;;;;;;;;;
8735000;9175200;12609800;9760200;10241200;8379500;9258900;8045000;10643200;8180300;;;;;;;;;;;;;;;;
9036400;9520700;8471800;8066100;9867100;8883000;9037100;9925800;9337000;8133100;;;;;;;;;;;;;;;;
8381200;8656600;8710600;8664000;8649900;8438300;10371400;9127400;11776600;8442200;;;;;;;;;;;;;;;;
10468100;8734500;10417700;9118200;9098500;8980900;9073900;9205200;9248400;9089400;;;;;;;;;;;;;;;;
11561200;8402600;9198800;8917600;8108900;8684100;8898400;10579600;8729400;10142300;;;;;;;;;;;;;;;;
8531900;9090700;9510500;9036600;9260400;8824100;9575800;8933900;8565000;9719300;;;;;;;;;;;;;;;;
9454900;8854500;8470400;8848300;8815300;8887700;8790700;8969100;9100700;9202700;;;;;;;;;;;;;;;;
9134600;10188400;9203500;8885400;9504000;8444800;10129600;9253400;11629300;10052700;;;;;;;;;;;;;;;;
9341800;8891700;8332500;9635800;8205700;9843600;8891100;9938100;9587900;8418700;;;;;;;;;;;;;;;;
8891300;9490000;9663200;8683400;9676700;8820300;9953700;9953500;10059800;7989800;;;;;;;;;;;;;;;;
9900700;9103000;8565700;9560500;9307600;9612100;10010900;9371800;9522200;9205400;;;;;;;;;;;;;;;;
8731000;8931300;9483100;8891700;9463900;8932100;8615500;9474600;9972100;8649000;;;;;;;;;;;;;;;;
8927200;10553500;8709900;9043000;10748500;8789000;10443500;9156600;9714900;9319200;;;;;;;;;;;;;;;;
9757800;10182000;11017500;9195100;9029700;8188000;8701400;9212700;8893800;8438200;;;;;;;;;;;;;;;;
10457700;8752300;9685900;10246000;9319100;8373600;8614000;9734800;9769800;8759600;;;;;;;;;;;;;;;;
9427800;8394300;8719400;9000200;8807700;8805200;8915500;8430800;8650500;8510600;;;;;;;;;;;;;;;;
8647700;10324200;8806800;8769300;10132000;7971600;8373800;8332100;8431000;9867200;;;;;;;;;;;;;;;;
9095200;9350300;10361300;8452900;8169200;8556500;8195000;9395400;9300800;8346500;;;;;;;;;;;;;;;;
10823000;10103300;7827600;9058300;9682400;8809300;8681800;8466800;9827900;9957800;;;;;;;;;;;;;;;;
11189300;9283900;8824000;8940300;9555600;10019100;9828200;8620200;10184800;9005000;;;;;;;;;;;;;;;;
9647500;8572900;8743400;10219900;9198700;8071800;9323300;10310300;9557600;36130600;;;;;;;;;;;;;;;;
13696400;10257800;13092200;11358700;9899600;9785000;9079600;10716700;9755500;10078400;;;;;;;;;;;;;;;;
9684500;11339300;10504100;8732400;9710900;9080200;8967800;9987500;12244800;9666500;;;;;;;;;;;;;;;;
9838000;9183800;10688900;11884500;12275600;11152100;10109700;8962600;8959900;12373700;;;;;;;;;;;;;;;;
9135500;8955400;8568400;8383300;10268400;9547700;10484900;10843700;11643600;9744300;;;;;;;;;;;;;;;;
8938100;9817200;9766400;9593200;9832300;10820300;9645800;10505600;10760800;9474700;;;;;;;;;;;;;;;;
10424200;8605800;9100100;9597700;10906100;10557700;9830400;9655300;11344200;10932200;;;;;;;;;;;;;;;;
10368600;8580700;10147300;9245000;10904100;8036000;9251800;10640600;10219000;10256800;;;;;;;;;;;;;;;;
10208100;9842900;9556500;11597300;10062500;10783400;10257300;9832200;10851200;9574700;;;;;;;;;;;;;;;;
10860100;9060600;10147000;9902000;8793400;9921000;10901100;10088800;10184100;8708600;;;;;;;;;;;;;;;;
8867500;9449800;9224900;8988800;9786400;9607400;9958400;10147400;9662500;9043500;;;;;;;;;;;;;;;;
9945600;10547000;10316900;9150400;10142400;9140000;10684800;9654100;10189000;8663100;;;;;;;;;;;;;;;;
10499400;10648300;9700800;9976000;10233700;10060000;11061800;10492700;9962300;9783600;;;;;;;;;;;;;;;;
10289200;9298400;10957100;9245100;9413400;9871800;12001500;8526400;10305300;8500200;;;;;;;;;;;;;;;;
10113900;9303700;9881400;8364500;9712700;9044400;10722900;11360600;9803600;10331600;;;;;;;;;;;;;;;;
9815000;10326000;8935400;10932400;10400600;9037900;10051500;9709300;11061800;9828400;;;;;;;;;;;;;;;;
10290700;10121700;9023200;9620200;11419500;10084700;9398100;9299100;9708700;9162000;;;;;;;;;;;;;;;;
10139800;9998700;9526900;10746900;9344700;9654200;10847300;9489800;9696800;9557800;;;;;;;;;;;;;;;;
10191000;8987700;8733400;9815000;10668600;11332900;11180000;9811400;9444100;9587500;;;;;;;;;;;;;;;;
10366800;10358300;8741500;9172900;9273300;9653600;18613300;10240600;8241600;10049400;;;;;;;;;;;;;;;;
10007200;10191200;9636000;10039300;9558400;9127000;9572100;10054400;10490800;9598900;;;;;;;;;;;;;;;;
10668000;9162800;9850300;9462700;10982800;9365400;8883000;9985200;9942700;10216000;;;;;;;;;;;;;;;;
8825000;9754000;8707300;10184000;9549200;9746000;8941600;9837200;10455800;9010400;;;;;;;;;;;;;;;;
9438300;10024400;9994000;9327700;10265600;7926600;9989900;9037900;9608700;10313800;;;;;;;;;;;;;;;;
17911800;11063600;10911700;9929700;10721800;11277200;12005100;9856700;10934500;9492600;;;;;;;;;;;;;;;;
9379000;10772400;10734700;9955500;9857400;11846700;10929900;9541300;22022800;9338700;;;;;;;;;;;;;;;;
9775100;9649700;9585600;9562700;9182800;10766000;10085700;9712600;10004100;9020000;;;;;;;;;;;;;;;;
9909800;8998800;8691000;10070700;9449200;9053800;9317900;9748300;10011800;9846400;;;;;;;;;;;;;;;;
10278800;10687000;9879700;9312100;9289000;10287500;10039900;9202700;10814200;10281700;;;;;;;;;;;;;;;;
9342300;10107800;9084900;9351700;10364600;8888200;9505700;9630900;9977900;9381900;;;;;;;;;;;;;;;;
10175800;8747200;11038400;9725800;10669000;9459300;9800500;8068300;11515400;11579600;;;;;;;;;;;;;;;;
9166700;10477200;9803800;10085500;9247900;11407900;11187100;9777500;9521100;9344700;;;;;;;;;;;;;;;;
9126300;9671000;9516200;10236300;9253500;10428600;10815700;8668600;10645400;8881400;;;;;;;;;;;;;;;;
11832400;9371900;9209100;10864200;11249100;9564400;9058500;9859000;8903300;9638600;;;;;;;;;;;;;;;;
9940800;9390600;9387800;9226400;9737200;10242700;9716100;8499100;10693300;8832200;;;;;;;;;;;;;;;;
10154900;11586600;9700000;9798100;10951100;8681400;10586000;10595200;11350600;10173000;;;;;;;;;;;;;;;;
9702000;10871700;10719000;9526100;10751600;12944800;9883000;19023900;21425800;20506400;;;;;;;;;;;;;;;;
9962200;7983000;9652100;9739300;11206300;8648500;8665100;9065300;9561300;9922200;;;;;;;;;;;;;;;;
8980300;9261600;12088300;9331700;12072400;9516200;10544800;8559200;12667000;9548200;;;;;;;;;;;;;;;;
9124200;9172300;10952400;9498200;10372100;10918700;10240000;11007300;9728700;10995100;;;;;;;;;;;;;;;;
10866600;9661400;9866700;9370000;8993800;10111000;10951200;9086400;10413100;10215200;;;;;;;;;;;;;;;;
10524000;9243000;9746000;23015900;11453100;11066100;10062200;10225100;10300500;8882700;;;;;;;;;;;;;;;;
9711400;10146200;11115000;9249200;9060500;9984800;11123200;9422600;10016500;10111000;;;;;;;;;;;;;;;;
10250300;9979500;9408300;10248900;10363100;9166900;9141400;9651000;9966500;9898000;;;;;;;;;;;;;;;;
10438100;9577400;9432000;10170400;11424900;9819800;9158300;9782000;9856500;8694800;;;;;;;;;;;;;;;;
10257200;10196700;10733600;9224800;9730100;8689800;11626400;10490000;9425200;10740000;;;;;;;;;;;;;;;;
9852600;10194400;9100400;8542700;9866500;12126100;10381600;10078700;8521500;9267000;;;;;;;;;;;;;;;;
11148800;8697100;10693700;8666100;10375900;9984500;9725400;8932700;10630800;9730000;;;;;;;;;;;;;;;;
9582700;8964700;10619000;10449600;10792500;9670900;9114700;11460600;10231500;9814100;;;;;;;;;;;;;;;;
9890600;10070400;11923300;9002900;10295300;8716400;9506300;10096600;10505700;10323200;;;;;;;;;;;;;;;;
9336400;9372700;10451800;9929700;8847700;10308200;10416100;9405800;10017300;9491900;;;;;;;;;;;;;;;;
10044000;9536200;9060500;9956200;9137700;9140600;9112200;11087100;10439000;9239900;;;;;;;;;;;;;;;;
9459100;9673000;11238800;11623100;9489100;10049400;9597200;9876300;11002900;19575900;;;;;;;;;;;;;;;;
10552200;9657700;10817400;9241400;9973300;8217900;9265600;10970200;9544800;9921400;;;;;;;;;;;;;;;;
9573000;10632600;10224900;9190900;9906700;9790300;15969600;9457700;10734400;8509500;;;;;;;;;;;;;;;;
9017600;9538700;8974200;9147100;9940600;10087100;9760500;9529900;10389000;9824500;;;;;;;;;;;;;;;;
10021900;9452400;8370900;9048900;9800000;9154400;10356700;11824900;11689800;8724400;;;;;;;;;;;;;;;;
9543200;9783600;11030600;8943700;10328600;9775800;10579500;9780600;9508600;10632700;;;;;;;;;;;;;;;;
9319100;9028300;9498100;9841400;9737600;9726900;9654200;9763200;8939400;9657900;;;;;;;;;;;;;;;;
9268700;9654800;10275200;10482400;9747500;10367900;9743100;9865900;10210700;9661300;;;;;;;;;;;;;;;;
10916900;9232200;9672100;8953100;10152000;8612500;9517500;10190200;25092900;10852400;;;;;;;;;;;;;;;;
9598200;8928400;9315200;8723200;9579300;10725700;10380100;8732300;9832900;10137400;;;;;;;;;;;;;;;;
8981500;9984000;8841900;9874500;8370400;9499700;10201600;11256900;11032900;10082100;;;;;;;;;;;;;;;;
9706100;9535400;9984700;10984500;9782100;10533900;9230900;10525100;10229100;8759300;;;;;;;;;;;;;;;;
10167300;11205900;9177700;8499700;9107700;10472200;9441500;10427200;9615800;11257200;;;;;;;;;;;;;;;;
9187600;10023300;9138000;10387200;10000700;9166600;12689500;9637200;9705000;9025800;;;;;;;;;;;;;;;;
9304600;10558500;9958900;9194200;11513100;8761800;10618800;9256300;9708100;10483500;;;;;;;;;;;;;;;;
8385200;11162100;9653900;10019100;10115100;9047200;11009300;10085400;10177600;10593000;;;;;;;;;;;;;;;;
9026700;9858200;10255700;9994200;8961200;11669600;10966600;10018500;9945900;9757400;;;;;;;;;;;;;;;;
10003800;9503200;8907200;9314200;10087000;9926300;9984700;10956700;9609300;9965900;;;;;;;;;;;;;;;;
10163200;10016000;9251000;9828600;9629500;9291500;10040600;10008900;10725000;10449500;;;;;;;;;;;;;;;;
9793400;9926900;10060400;8754400;9344400;9764500;10498800;11220600;9919000;9139900;;;;;;;;;;;;;;;;
9772100;10509700;9924600;10155100;9950400;9213900;10617400;9755600;8922800;8914300;;;;;;;;;;;;;;;;
10561600;10028500;8945800;8736900;9876400;9933700;9932900;9826900;10904800;11252800;;;;;;;;;;;;;;;;
14891200;9421600;11120000;8835100;10116600;8897100;10911900;10233800;9385500;8848800;;;;;;;;;;;;;;;;
10072100;8989000;9731300;9581200;11734100;9917300;10411700;10662300;9399600;9395400;;;;;;;;;;;;;;;;
10486800;9507700;8892200;11293600;9952300;9807100;10717900;10783600;9422700;10946500;;;;;;;;;;;;;;;;
11056500;8694400;10608400;10079600;8926900;14390100;9760500;9655900;8985500;9949100;;;;;;;;;;;;;;;;
