10000;20000;30000;40000;50000;60000;70000;80000;90000;100000;;;;;;10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
28883100;8688100;8377100;8373300;10219500;8739000;9287600;10963600;37276100;9479900;;;;;AVG;11003970;9676121;9620311;9611547;9752285;9731601;9993524;9928346;10328080;10171984
9997500;9727900;9704900;9111300;9738100;8494100;11304900;12125300;11621900;9820400;;;;;;;;;;;;;;;
10426900;9511000;9362000;9152700;10022900;9984200;10924700;9476100;9083600;11599900;;;;;;;;;;;;;;;
8822900;9994900;9068100;9232800;10452100;9685400;10067600;8918900;9953700;11285600;;;;;;;;;;;;;;;
9216800;8320000;8938500;9051400;10131600;9980200;11121300;10494300;10284100;9574300;;;;;;;;;;;;;;;
8852500;12856800;8859600;9730600;10013400;8422900;9369700;9726900;9954500;9535200;;;;;;;;;;;;;;;
11055100;10850500;10234900;9368800;8651800;12303400;11181400;10127500;10335900;9899100;;;;;;;;;;;;;;;
9605600;9344400;9203400;9685900;9518900;9699500;9969400;9560700;10849300;11190700;;;;;;;;;;;;;;;
10643100;8644000;9087000;10199200;10148900;8886200;9042400;9822600;9502200;13815100;;;;;;;;;;;;;;;
9495100;9458100;9808900;9368100;9316600;10423900;8853500;10536900;10734500;10546600;;;;;;;;;;;;;;;
9604500;9864500;10269700;9978400;11080400;9724400;9176500;9054900;10091600;10670100;;;;;;;;;;;;;;;
10334600;10563800;9618900;10472500;10558400;9865900;10864600;10257000;10337000;8891900;;;;;;;;;;;;;;;
9391600;9625800;9040100;9537700;10060100;9817700;9594100;10586400;10658200;10184100;;;;;;;;;;;;;;;
9305600;10185100;9305600;8539800;9555100;8562000;9835000;8961700;10388500;10937500;;;;;;;;;;;;;;;
9058600;9772700;9144500;9262400;9757100;10202400;11865500;8976500;9844200;10782100;;;;;;;;;;;;;;;
9784100;11937000;9379900;8922200;9802400;10552500;10797000;10994500;9299400;10711800;;;;;;;;;;;;;;;
9331800;10360900;9115500;9887400;9472600;8907500;10049900;11219000;10390400;11455800;;;;;;;;;;;;;;;
15001500;9292700;9375300;9265900;9896200;10067900;9852600;10188500;9339200;10894100;;;;;;;;;;;;;;;
11122400;9300000;8963800;9350000;9894800;9843400;9466800;10832400;10230700;9548100;;;;;;;;;;;;;;;
9207500;9985100;11085800;10085100;9642900;9772700;9757900;11060700;10289700;10236100;;;;;;;;;;;;;;;
9093600;11116500;10629100;9424000;9773200;10220800;10231300;10303300;9376100;10657000;;;;;;;;;;;;;;;
8740100;10494300;10366700;8623300;9901400;9818100;9562900;10922400;10264600;10426300;;;;;;;;;;;;;;;
9313000;10174900;9431500;11177500;10693400;9138100;10407700;9650300;10130400;9473000;;;;;;;;;;;;;;;
9982500;9226200;10423300;9553100;10436200;9447300;9489400;9177400;10077200;10693100;;;;;;;;;;;;;;;
10779300;10589400;9478000;10775900;10228600;9081200;10180700;9356900;10799000;10214700;;;;;;;;;;;;;;;
10540800;10370500;10140000;10314300;11549600;11143600;10854600;9582300;10506400;8947200;;;;;;;;;;;;;;;
9221300;9031300;9170300;9523800;9989800;10136600;10920000;10345600;9681800;9515000;;;;;;;;;;;;;;;
9381200;9780900;9661200;9775500;10678300;10870000;10771200;9926000;8970400;10489900;;;;;;;;;;;;;;;
10205700;10075200;10002000;9441400;9705400;11171300;10536700;11319300;10564900;10541400;;;;;;;;;;;;;;;
9315400;9390000;9973300;9309300;10548200;9927900;9568400;9482100;9311200;10103500;;;;;;;;;;;;;;;
9843300;9594300;9224700;9697400;10177100;10057400;9155200;9937300;9797900;9050700;;;;;;;;;;;;;;;
9759300;9503800;9321400;10911300;9830700;9113600;11828800;11425200;10749700;11251200;;;;;;;;;;;;;;;
9304100;9905600;11429600;10035300;9179100;10216300;9016600;10599900;11157000;9787700;;;;;;;;;;;;;;;
9824800;9868200;9347000;9887600;9704200;10723100;9690700;9184700;9075800;10385700;;;;;;;;;;;;;;;
10216400;8871700;8876200;9756400;10259700;11170700;9474900;10431300;10437800;9805000;;;;;;;;;;;;;;;
10051400;10470900;9357200;8337000;10582100;9413200;10741600;9741300;10090200;10134700;;;;;;;;;;;;;;;
10694700;9684300;9444000;9647400;10113100;10091700;10138500;11668000;10156900;9530800;;;;;;;;;;;;;;;
9559500;9598200;9370900;9722000;10606400;10858500;11848900;10165400;12077900;9878800;;;;;;;;;;;;;;;
8572100;9960000;8979400;9605000;9496100;9686100;11066100;9767200;9102400;9577800;;;;;;;;;;;;;;;
10400600;9146800;9561500;10189200;11264900;10187500;11129200;10204700;11035300;10825900;;;;;;;;;;;;;;;
10358000;9729700;9874400;9221300;9034600;9950800;8852800;10841900;10272300;9040900;;;;;;;;;;;;;;;
9198100;9311500;17938600;9247400;10595500;9555700;10026700;9159200;11141300;10921000;;;;;;;;;;;;;;;
9553000;9412500;8606400;8705900;10297600;8801500;10267300;9132200;9535300;10124100;;;;;;;;;;;;;;;
8741400;8791900;9729100;9385600;9404900;10414500;9663300;9702700;9861000;9772500;;;;;;;;;;;;;;;
9008100;8442400;9322300;9227800;10226600;10016100;10589800;8898300;10608700;11062000;;;;;;;;;;;;;;;
9453700;9862600;12467900;10019200;9778600;9598700;9380800;8558600;10697500;8991300;;;;;;;;;;;;;;;
10673800;10514300;9214100;9680600;9420200;10739300;8370400;9370700;10698800;10657200;;;;;;;;;;;;;;;
9946300;8819700;9101400;9396700;9165200;9460400;8952800;9454500;9084100;9537100;;;;;;;;;;;;;;;
9338800;9698700;9146200;9006500;10168200;9927200;9475900;10095100;9859500;9847700;;;;;;;;;;;;;;;
9179100;9720900;8321000;9151600;9265900;8657100;9059600;9332100;10093000;9619400;;;;;;;;;;;;;;;
8385200;9802900;9588800;9502500;9208100;10323500;9139800;9212200;9300000;9015100;;;;;;;;;;;;;;;
9965800;9174800;10583400;9394100;8734000;9878900;9317200;9515300;9195200;9545000;;;;;;;;;;;;;;;
8304600;8912200;8537800;8689800;9874400;10641300;9293100;9057300;10226100;9529200;;;;;;;;;;;;;;;
9525800;10005700;8605600;10287000;9508400;10200800;9891200;9855900;9940200;9322200;;;;;;;;;;;;;;;
9584800;8671800;9510300;9158300;8536900;9268400;9512000;9026900;10316000;8715900;;;;;;;;;;;;;;;
10367000;9170000;8392000;9474700;8455000;9238200;9727500;9054500;9840800;10776800;;;;;;;;;;;;;;;
10345700;9144100;9839100;11034700;8278400;10567300;9881800;12636400;9006100;11114800;;;;;;;;;;;;;;;
8502100;9782600;10663600;10142300;9128400;8835100;9646800;10332000;10497100;9826800;;;;;;;;;;;;;;;
9889300;9000700;10904600;9788400;10187400;10439600;9228100;10476300;9767000;10206900;;;;;;;;;;;;;;;
9162800;10858700;8997300;9718500;9518100;9622400;10244800;9590900;10743100;11484300;;;;;;;;;;;;;;;
12218800;10072500;9753300;8633100;11037500;9266900;8700700;10371700;11205900;9600900;;;;;;;;;;;;;;;
8252400;7866500;9654200;8489300;9892700;9354100;9093400;9700100;9513200;10000700;;;;;;;;;;;;;;;
9260700;8460100;8313600;10095300;9367800;10420700;9289600;10497700;11410300;9172400;;;;;;;;;;;;;;;
9950400;9986300;9794900;10232800;9611200;8715700;10312100;9121600;8855200;9640400;;;;;;;;;;;;;;;
9513900;8771700;10716200;9436700;9489000;11087600;8520300;9157800;9583200;9186800;;;;;;;;;;;;;;;
9158900;9203300;10169000;9232200;9958700;9661400;9697400;10389300;9450800;8780600;;;;;;;;;;;;;;;
10003100;9838300;9312000;8793000;10060300;9154200;11349700;11528000;9841700;9626400;;;;;;;;;;;;;;;
8793100;9900300;10292500;9426200;9989100;9296200;10847300;9249400;10694100;10691300;;;;;;;;;;;;;;;
8836200;10339500;9253600;8587700;9201700;9889700;8650200;9534200;8764000;9067100;;;;;;;;;;;;;;;
9259100;8780800;9217100;8889300;9585600;9324600;9331000;9655800;14020000;11399800;;;;;;;;;;;;;;;
10101100;10767900;10994100;8344300;9824800;10057900;10251100;9961300;10128100;11416800;;;;;;;;;;;;;;;
8837500;8942900;8392700;8711700;9010700;9215400;11123200;9013400;9290100;9354000;;;;;;;;;;;;;;;
124198600;9911700;9207900;13961200;9274100;9413500;8595200;9586300;9884100;9918600;;;;;;;;;;;;;;;
9944300;9291100;10940700;15589700;8149600;8974100;10539300;9031800;8948400;10291300;;;;;;;;;;;;;;;
9924100;9788000;8472200;9499700;8507800;10095400;11942400;11060100;9772800;10925300;;;;;;;;;;;;;;;
9203300;8308100;8890500;8729100;10076900;9788900;10737100;9733900;9892000;11023000;;;;;;;;;;;;;;;
9210100;8900300;9428600;10250300;8833500;9088300;10354400;9813000;10273700;11257000;;;;;;;;;;;;;;;
9479100;10377500;9535800;9554200;10841000;8786400;10573300;10218900;10800600;9334100;;;;;;;;;;;;;;;
10780700;10540700;10312300;10628700;10341100;11478000;10169400;9103500;10949300;11319400;;;;;;;;;;;;;;;
8672900;10197000;10640200;9628800;9832300;10103100;10478200;9290000;9259100;9923800;;;;;;;;;;;;;;;
9001300;9491700;8784500;9206700;9227300;8690400;11088300;10986300;9031800;10154800;;;;;;;;;;;;;;;
9318100;14781700;11115900;15700300;8932100;10115900;10458100;10227700;9693500;11014800;;;;;;;;;;;;;;;
9803900;8468200;8905400;10012500;8786600;9054000;9229300;10899700;9975400;10553700;;;;;;;;;;;;;;;
9365300;9630400;8702300;9860300;10986800;9824400;9305600;9795600;10335300;8964800;;;;;;;;;;;;;;;
9887500;9350500;9851000;9961900;8711800;9396500;9390100;9758000;9668300;9486900;;;;;;;;;;;;;;;
10499900;9125200;8968400;8789300;11000900;9804000;9769600;10079900;9258300;10581800;;;;;;;;;;;;;;;
9751100;9311600;8578800;8868200;10277200;9751500;9093000;9236500;9141300;9228000;;;;;;;;;;;;;;;
8694600;8861900;9737900;9226200;9596100;9024500;11146100;9928200;9586000;9779000;;;;;;;;;;;;;;;
9251900;8972400;9897900;8879400;8933800;8389200;10853600;9355600;9904400;11528800;;;;;;;;;;;;;;;
9404300;10765100;8730000;8784600;8685200;9978900;10295300;10050400;10180400;9546500;;;;;;;;;;;;;;;
9103100;8994800;8450700;8686700;9509500;8733800;9222800;9515400;10582400;10055700;;;;;;;;;;;;;;;
8824500;8695000;9132000;9002700;9153000;9800300;9647200;10237900;10046400;8734800;;;;;;;;;;;;;;;
8993300;9942700;9312800;8385500;9547600;10265200;9590100;9093600;9748300;11390200;;;;;;;;;;;;;;;
10104700;9772400;9203600;9332000;10613600;9482200;9664300;10067000;10231600;10732100;;;;;;;;;;;;;;;
9761900;9256900;8655200;9469700;9127700;8944700;10949900;8511200;9118700;9561100;;;;;;;;;;;;;;;
9358500;10778100;8813300;8823400;9305500;9332200;10728400;8844800;10876700;9581800;;;;;;;;;;;;;;;
10458800;9393000;9734900;9105100;9889200;8381800;9537300;9756100;10010500;10932400;;;;;;;;;;;;;;;
9051300;9404300;10541800;9338300;9893500;9526100;9381400;10284700;10018000;9475100;;;;;;;;;;;;;;;
10083600;9444800;11022500;9890400;9325500;9503300;9810700;9392000;8811100;12002800;;;;;;;;;;;;;;;
10657800;8962900;9126100;8603100;9402500;9444100;10118500;10418200;9542300;10505600;;;;;;;;;;;;;;;
